ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543;;;;;
Date: 15.06.2022;;;;;
Start time: 13:05:12;;;;;
Stop time: 13:05:48;;;;;
Overruns: 0  Errorframes: 0                                          ;;;;;
Baudrate: 250 kbit/s;;;;;
Time;Identifier (hex);Format;Flags;Data (hex);
00:05:34.735;484;Std;;00 00 00 00 00 00 00 00;
00:05:34.736;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:34.736;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:34.737;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:34.745;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:34.755;285;Std;;01 00 90 42 81 00 00 01;
00:05:34.756;1AE;Std;;00 00 00 00 00;
00:05:34.756;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:34.757;18F;Std;;00 20 05 00;
00:05:34.758;28F;Std;;FF 1F 83 00 00 00;
00:05:34.759;188;Std;;00 02 00 00 00 02 01 0E;
00:05:34.759;22E;Std;;00 00 00 00 00 07 07 00;
00:05:34.759;38F;Std;;00 00 01 03;
00:05:34.760;42E;Std;;11 00 00 00 C0 78 00 0F;
00:05:34.760;48F;Std;;01 00 00 00 00 00;
00:05:34.764;24B;Std;;00 00 00 00 00 00 00 00;
00:05:34.764;24A;Std;;00 00 00 00 00 00 00 00;
00:05:34.765;24C;Std;;00 00 00 00 00 00 00 00;
00:05:34.766;385;Std;;00 00 00 00 00 00 00 00;
00:05:34.776;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:34.777;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:34.780;194;Std;;01 00 24 01 25 01 36 01;
00:05:34.780;182;Std;;00 00 00 00 00 00 00 00;
00:05:34.781;494;Std;;3A 01 4C 01 0C 01 11 01;
00:05:34.781;394;Std;;03 00 02 00 07 00 00 00;
00:05:34.782;294;Std;;00 00 01 00 01 00 00 00;
00:05:34.782;282;Std;;00 00 00 00 DC 00 D8 00;
00:05:34.785;382;Std;;01 00 01 00 4F 50 00 00;
00:05:34.787;482;Std;;00 00 FD FF 00 00 17 01;
00:05:34.789;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:34.791;283;Std;;01 00 05 00 00 00 00 00;
00:05:34.793;383;Std;;00 00 00 00 00 00 00 00;
00:05:34.796;483;Std;;00 00 00 00 00 00 00 00;
00:05:34.798;80;Std;;;
00:05:34.800;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:34.801;18B;Std;;01 00 00 00;
00:05:34.801;28B;Std;;1C 00 F6 FF 0F 00 5A 00;
00:05:34.802;29B;Std;;C0 FF C0 FF BD FF BD FF;
00:05:34.802;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:34.806;184;Std;;00 00 00 00 00 07 0F 01;
00:05:34.809;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:34.809;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:34.810;402;Std;;00 00 00 00 00 00 00 00;
00:05:34.810;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:34.811;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:34.811;409;Std;;00 00 00 00 00 00 00 00;
00:05:34.812;204;Std;;00 00 00 00 00 00 00 00;
00:05:34.812;304;Std;;00 00 00 00 00 00 00 00;
00:05:34.813;20F;Std;;00 04 04 04 01 00;
00:05:34.813;20B;Std;;81 00 00 00;
00:05:34.816;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:34.816;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:34.817;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:34.817;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:34.818;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:34.820;189;Std;;00 00 00 00 00 00 00 00;
00:05:34.823;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:34.825;389;Std;;01 00 01 00 4F 50 00 00;
00:05:34.826;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:34.827;489;Std;;00 00 FA FF 00 00 22 01;
00:05:34.829;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:34.831;28A;Std;;07 00 01 00 00 00 00 00;
00:05:34.834;38A;Std;;00 00 00 00 00 00 00 00;
00:05:34.836;484;Std;;00 00 00 00 00 00 00 00;
00:05:34.836;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:34.837;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:34.837;48A;Std;;00 00 00 00 00 00 00 00;
00:05:34.838;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:34.846;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:34.848;70B;Std;;5;
00:05:34.856;285;Std;;01 00 90 42 81 00 00 01;
00:05:34.856;1AE;Std;;00 00 00 00 00;
00:05:34.856;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:34.857;18F;Std;;00 20 05 00;
00:05:34.858;188;Std;;00 02 00 00 00 02 01 0F;
00:05:34.860;42E;Std;;11 00 00 00 C0 78 00 10;
00:05:34.860;52E;Std;;02 00 F0 0F 11 00 00 00;
00:05:34.864;24B;Std;;00 00 00 00 00 00 00 00;
00:05:34.865;24A;Std;;00 00 00 00 00 00 00 00;
00:05:34.865;24C;Std;;00 00 00 00 00 00 00 00;
00:05:34.866;385;Std;;00 00 00 00 00 00 00 00;
00:05:34.876;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:34.876;712;Std;;5;
00:05:34.876;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:34.877;70F;Std;;5;
00:05:34.886;287;Std;;00 00 00 00 00 00 00 00;
00:05:34.890;182;Std;;00 00 00 00 00 00 00 00;
00:05:34.892;282;Std;;00 00 00 00 DC 00 D8 00;
00:05:34.895;382;Std;;01 00 01 00 4F 50 00 00;
00:05:34.897;482;Std;;00 00 FC FF 00 00 17 01;
00:05:34.897;80;Std;;;
00:05:34.899;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:34.899;18B;Std;;01 00 00 00;
00:05:34.900;28B;Std;;21 00 F6 FF 15 00 5A 00;
00:05:34.900;29B;Std;;BD FF C0 FF C0 FF BD FF;
00:05:34.901;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:34.901;283;Std;;01 00 05 00 00 00 00 00;
00:05:34.903;383;Std;;00 00 00 00 00 00 00 00;
00:05:34.906;483;Std;;00 00 00 00 00 40 00 00;
00:05:34.906;184;Std;;00 00 00 00 00 07 0F 01;
00:05:34.906;709;Std;;5;
00:05:34.907;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:34.908;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:34.908;402;Std;;00 00 00 00 00 00 00 00;
00:05:34.909;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:34.909;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:34.910;409;Std;;00 00 00 00 00 00 00 00;
00:05:34.910;204;Std;;00 00 00 00 00 00 00 00;
00:05:34.911;304;Std;;00 00 00 00 00 00 00 00;
00:05:34.911;20F;Std;;00 04 04 04 01 00;
00:05:34.912;20B;Std;;81 00 00 00;
00:05:34.916;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:34.917;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:34.917;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:34.918;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:34.918;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:34.919;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:34.926;384;Std;;C4 02 F8 01 F5 01 F7 01;
00:05:34.930;189;Std;;00 00 00 00 00 00 00 00;
00:05:34.933;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:34.935;389;Std;;01 00 01 00 4F 50 00 00;
00:05:34.936;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:34.936;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:34.937;484;Std;;00 00 00 00 00 00 00 00;
00:05:34.937;489;Std;;00 00 FA FF 00 00 22 01;
00:05:34.938;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:34.939;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:34.941;28A;Std;;07 00 01 00 00 00 00 00;
00:05:34.944;38A;Std;;00 00 00 00 00 00 00 00;
00:05:34.946;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:34.946;48A;Std;;00 00 00 00 00 40 00 00;
00:05:34.949;701;Std;;5;
00:05:34.956;285;Std;;01 00 90 42 81 00 00 01;
00:05:34.956;1AE;Std;;00 00 00 00 00;
00:05:34.957;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:34.957;18F;Std;;00 20 05 00;
00:05:34.958;48F;Std;;01 00 00 00 00 00;
00:05:34.959;188;Std;;00 02 00 00 00 02 01 10;
00:05:34.961;42E;Std;;11 00 00 00 C0 78 00 11;
00:05:34.966;385;Std;;00 00 00 00 00 00 00 00;
00:05:34.967;24B;Std;;00 00 00 00 00 00 00 00;
00:05:34.968;24A;Std;;00 00 00 00 00 00 00 00;
00:05:34.968;24C;Std;;00 00 00 00 00 00 00 00;
00:05:34.976;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:34.976;702;Std;;5;
00:05:34.976;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:34.996;80;Std;;;
00:05:34.998;18B;Std;;01 00 00 00;
00:05:34.999;28B;Std;;24 00 F6 FF 12 00 5F 00;
00:05:34.999;29B;Std;;C0 FF BD FF BD FF C0 FF;
00:05:35.000;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:35.000;182;Std;;00 00 00 00 00 00 00 00;
00:05:35.002;282;Std;;00 00 00 00 DC 00 D8 00;
00:05:35.005;382;Std;;01 00 01 00 4F 50 00 00;
00:05:35.006;184;Std;;00 00 00 00 00 07 0F 01;
00:05:35.007;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.007;482;Std;;00 00 FD FF 00 00 17 01;
00:05:35.008;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:35.008;402;Std;;00 00 00 00 00 00 00 00;
00:05:35.009;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.009;183;Std;;E9 00 B9 00 FF 00 03 00;
00:05:35.010;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:35.010;409;Std;;00 00 00 00 00 00 00 00;
00:05:35.011;204;Std;;00 00 00 00 00 00 00 00;
00:05:35.011;283;Std;;01 00 05 00 00 00 00 00;
00:05:35.012;304;Std;;00 00 00 00 00 00 00 00;
00:05:35.012;20F;Std;;00 04 04 04 01 00;
00:05:35.013;20B;Std;;81 00 00 00;
00:05:35.013;22E;Std;;00 00 FF FF 00 07 07 00;
00:05:35.014;383;Std;;00 00 00 00 00 00 00 00;
00:05:35.014;214;Std;;02 00 00 00 00 00 00 00;
00:05:35.015;314;Std;;00 00 00 00 00 00 00 00;
00:05:35.016;483;Std;;00 00 00 00 00 40 00 00;
00:05:35.016;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:35.017;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:35.017;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.018;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.018;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.019;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.026;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:35.036;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.036;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.037;484;Std;;00 00 00 00 00 00 00 00;
00:05:35.037;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:35.040;189;Std;;00 00 00 00 00 00 00 00;
00:05:35.043;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:35.045;389;Std;;01 00 01 00 4F 50 00 00;
00:05:35.046;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:35.047;489;Std;;00 00 FA FF 00 00 22 01;
00:05:35.049;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:35.051;28A;Std;;07 00 01 00 00 00 00 00;
00:05:35.054;38A;Std;;00 00 00 00 00 00 00 00;
00:05:35.056;48A;Std;;00 00 00 00 00 40 00 00;
00:05:35.056;1AE;Std;;00 00 00 00 00;
00:05:35.057;285;Std;;01 00 90 42 81 00 00 01;
00:05:35.057;18F;Std;;00 20 05 00;
00:05:35.057;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.058;188;Std;;00 02 00 00 00 02 01 11;
00:05:35.061;42E;Std;;11 00 00 00 C0 78 00 12;
00:05:35.061;52E;Std;;00 00 00 00 80 24 49 00;
00:05:35.066;385;Std;;00 00 00 00 00 00 00 00;
00:05:35.066;24B;Std;;00 00 00 00 00 00 00 00;
00:05:35.067;24A;Std;;00 00 00 00 00 00 00 00;
00:05:35.067;24C;Std;;00 00 00 00 00 00 00 00;
00:05:35.076;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:35.076;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.077;70F;Std;;5;
00:05:35.095;704;Std;;5;
00:05:35.097;80;Std;;;
00:05:35.097;18B;Std;;01 00 00 00;
00:05:35.098;28B;Std;;21 00 F3 FF 0F 00 62 00;
00:05:35.098;29B;Std;;BD FF C2 FF C2 FF BD FF;
00:05:35.099;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:35.100;100;Std;;34 F3 CE 02 DD 36;
00:05:35.106;184;Std;;00 00 00 00 00 07 0F 01;
00:05:35.107;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.108;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:35.108;402;Std;;00 00 00 00 00 00 00 00;
00:05:35.109;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.109;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:35.110;409;Std;;00 00 00 00 00 00 00 00;
00:05:35.110;204;Std;;00 00 00 00 00 00 00 00;
00:05:35.111;182;Std;;00 00 00 00 00 00 00 00;
00:05:35.111;304;Std;;00 00 00 00 00 00 00 00;
00:05:35.112;20F;Std;;00 04 04 04 01 00;
00:05:35.112;20B;Std;;81 00 00 00;
00:05:35.113;282;Std;;00 00 00 00 DC 00 D8 00;
00:05:35.113;22E;Std;;00 00 00 00 00 07 07 00;
00:05:35.115;382;Std;;01 00 01 00 4F 50 00 00;
00:05:35.116;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:35.117;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.117;482;Std;;00 00 FC FF 00 00 17 01;
00:05:35.118;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.118;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.119;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:35.121;283;Std;;01 00 05 00 00 00 00 00;
00:05:35.123;383;Std;;00 00 00 00 00 00 00 00;
00:05:35.126;483;Std;;00 00 00 00 00 00 00 00;
00:05:35.126;384;Std;;C4 02 F8 01 F5 01 F8 01;
00:05:35.135;72D;Std;;5;
00:05:35.136;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:35.136;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.137;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.137;484;Std;;00 00 00 00 00 00 00 00;
00:05:35.138;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:35.138;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.146;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:35.150;189;Std;;00 00 00 00 00 00 00 00;
00:05:35.153;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:35.155;389;Std;;01 00 01 00 4F 50 00 00;
00:05:35.155;1AE;Std;;00 00 00 00 00;
00:05:35.156;285;Std;;01 00 90 42 81 00 00 01;
00:05:35.156;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.157;18F;Std;;00 20 05 00;
00:05:35.157;489;Std;;00 00 FA FF 00 00 22 01;
00:05:35.158;188;Std;;00 02 00 00 00 02 01 12;
00:05:35.158;48F;Std;;01 00 00 00 00 00;
00:05:35.159;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:35.160;42E;Std;;11 00 00 00 C0 78 00 00;
00:05:35.160;52E;Std;;00 DC 00 D8 00 C4 00 C1;
00:05:35.161;28A;Std;;07 00 01 00 00 00 00 00;
00:05:35.164;38A;Std;;00 00 00 00 00 00 00 00;
00:05:35.166;48A;Std;;00 00 00 00 00 00 00 00;
00:05:35.166;24B;Std;;00 00 00 00 00 00 00 00;
00:05:35.167;385;Std;;00 00 00 00 00 00 00 00;
00:05:35.167;24A;Std;;00 00 00 00 00 00 00 00;
00:05:35.168;24C;Std;;00 00 00 00 00 00 00 00;
00:05:35.176;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:35.177;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.197;80;Std;;;
00:05:35.199;18B;Std;;01 00 00 00;
00:05:35.200;28B;Std;;27 00 F3 FF 0D 00 5A 00;
00:05:35.200;29B;Std;;BD FF C0 FF C0 FF BD FF;
00:05:35.201;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:35.206;184;Std;;00 00 00 00 00 07 0F 01;
00:05:35.207;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.208;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:35.208;402;Std;;00 00 00 00 00 00 00 00;
00:05:35.209;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.209;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:35.210;409;Std;;00 00 00 00 00 00 00 00;
00:05:35.210;204;Std;;00 00 00 00 00 00 00 00;
00:05:35.211;304;Std;;00 00 00 00 00 00 00 00;
00:05:35.211;212;Std;;00 00 00 00 00 00 00 00;
00:05:35.212;20F;Std;;00 04 04 04 01 00;
00:05:35.212;30F;Std;;96 F3 CE 02 DD 36;
00:05:35.213;20B;Std;;81 00 00 00;
00:05:35.213;22E;Std;;00 00 FF FF 00 07 07 00;
00:05:35.216;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:35.217;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.217;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.218;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.220;182;Std;;00 00 00 00 00 00 00 00;
00:05:35.222;282;Std;;00 00 00 00 DC 00 D8 00;
00:05:35.225;382;Std;;01 00 01 00 4F 50 00 00;
00:05:35.226;384;Std;;C4 02 F8 01 F5 01 F7 01;
00:05:35.227;482;Std;;00 00 FD FF 00 00 17 01;
00:05:35.229;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:35.231;283;Std;;01 00 05 00 00 00 00 00;
00:05:35.233;383;Std;;00 00 00 00 00 00 00 00;
00:05:35.236;483;Std;;00 00 00 00 00 40 00 00;
00:05:35.236;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:35.237;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.237;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.238;484;Std;;00 00 00 00 00 00 00 00;
00:05:35.238;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:35.239;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.246;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:35.256;1AE;Std;;00 00 00 00 00;
00:05:35.256;285;Std;;01 00 90 42 81 00 00 01;
00:05:35.257;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.257;18F;Std;;00 20 05 00;
00:05:35.258;188;Std;;00 02 00 00 00 02 01 13;
00:05:35.258;28F;Std;;FF 1F 83 00 00 00;
00:05:35.259;714;Std;;5;
00:05:35.259;38F;Std;;00 00 01 03;
00:05:35.259;42E;Std;;11 00 00 00 C0 78 00 01;
00:05:35.260;52E;Std;;00 FF 00 D7 00 B9 00 A7;
00:05:35.260;189;Std;;00 00 00 00 00 00 00 00;
00:05:35.263;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:35.264;24B;Std;;00 00 00 00 00 00 00 00;
00:05:35.265;24A;Std;;00 00 00 00 00 00 00 00;
00:05:35.265;389;Std;;01 00 01 00 4F 50 00 00;
00:05:35.266;24C;Std;;00 00 00 00 00 00 00 00;
00:05:35.266;385;Std;;00 00 00 00 00 00 00 00;
00:05:35.267;489;Std;;00 00 FA FF 00 00 22 01;
00:05:35.269;18A;Std;;DA 00 A7 00 D7 00 03 00;
00:05:35.271;28A;Std;;07 00 01 00 00 00 00 00;
00:05:35.274;38A;Std;;00 00 00 00 00 00 00 00;
00:05:35.276;48A;Std;;00 00 00 00 00 40 00 00;
00:05:35.276;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:35.276;70F;Std;;5;
00:05:35.277;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.280;194;Std;;01 00 24 01 23 01 36 01;
00:05:35.280;494;Std;;3C 01 4C 01 0C 01 11 01;
00:05:35.281;394;Std;;02 00 03 00 05 00 00 00;
00:05:35.281;294;Std;;01 00 01 00 01 00 00 00;
00:05:35.286;187;Std;;00 00 00 00 00 00 00 00;
00:05:35.298;80;Std;;;
00:05:35.301;18B;Std;;01 00 00 00;
00:05:35.302;28B;Std;;21 00 F3 FF 0F 00 5D 00;
00:05:35.302;29B;Std;;C0 FF BD FF C0 FF BD FF;
00:05:35.303;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:35.306;184;Std;;00 00 00 00 00 07 0F 01;
00:05:35.309;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.309;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:35.310;402;Std;;00 00 00 00 00 00 00 00;
00:05:35.310;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.311;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:35.311;409;Std;;00 00 00 00 00 00 00 00;
00:05:35.312;204;Std;;00 00 00 00 00 00 00 00;
00:05:35.313;304;Std;;00 00 00 00 00 00 00 00;
00:05:35.313;20F;Std;;00 04 04 04 01 00;
00:05:35.313;20B;Std;;81 00 00 00;
00:05:35.314;22E;Std;;00 00 00 00 00 07 07 00;
00:05:35.316;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:35.317;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.317;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.318;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.326;384;Std;;C3 02 F8 01 F5 01 F7 01;
00:05:35.330;182;Std;;00 00 00 00 00 00 00 00;
00:05:35.332;282;Std;;00 00 00 00 DC 00 D8 00;
00:05:35.335;382;Std;;01 00 01 00 4F 50 00 00;
00:05:35.336;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:35.336;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.337;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.337;482;Std;;00 00 FD FF 00 00 17 01;
00:05:35.337;484;Std;;00 00 00 00 00 00 00 00;
00:05:35.338;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:35.338;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.339;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:35.341;283;Std;;01 00 05 00 00 00 00 00;
00:05:35.343;383;Std;;00 00 00 00 00 00 00 00;
00:05:35.346;483;Std;;00 00 00 00 00 00 00 00;
00:05:35.346;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:35.349;70B;Std;;5;
00:05:35.356;1AE;Std;;00 00 00 00 00;
00:05:35.356;285;Std;;01 00 90 42 81 00 00 01;
00:05:35.357;18F;Std;;00 20 05 00;
00:05:35.357;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.357;48F;Std;;01 00 00 00 00 00;
00:05:35.358;188;Std;;00 02 00 00 00 02 01 14;
00:05:35.359;42E;Std;;11 00 00 00 C0 78 00 02;
00:05:35.359;52E;Std;;00 00 00 00 00 00 00 00;
00:05:35.364;24B;Std;;00 00 00 00 00 00 00 00;
00:05:35.364;24A;Std;;00 00 00 00 00 00 00 00;
00:05:35.365;24C;Std;;00 00 00 00 00 00 00 00;
00:05:35.366;385;Std;;00 00 00 00 00 00 00 00;
00:05:35.370;189;Std;;00 00 00 00 00 00 00 00;
00:05:35.373;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:35.375;389;Std;;01 00 01 00 4F 50 00 00;
00:05:35.376;712;Std;;5;
00:05:35.376;485;Std;;FA 01 FA 01 E6 02 00 00;
00:05:35.377;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.377;489;Std;;00 00 FA FF 00 00 22 01;
00:05:35.379;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:35.381;28A;Std;;07 00 01 00 00 00 00 00;
00:05:35.384;38A;Std;;00 00 00 00 00 00 00 00;
00:05:35.386;48A;Std;;00 00 00 00 00 00 00 00;
00:05:35.398;80;Std;;;
00:05:35.400;18B;Std;;01 00 00 00;
00:05:35.401;28B;Std;;21 00 F6 FF 12 00 5D 00;
00:05:35.401;29B;Std;;C0 FF C0 FF C2 FF C0 FF;
00:05:35.402;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:35.406;184;Std;;00 00 00 00 00 07 0F 01;
00:05:35.408;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.408;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:35.409;402;Std;;00 00 00 00 00 00 00 00;
00:05:35.409;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:35.410;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:35.411;409;Std;;00 00 00 00 00 00 00 00;
00:05:35.411;204;Std;;00 00 00 00 00 00 00 00;
00:05:35.412;304;Std;;00 00 00 00 00 00 00 00;
00:05:35.412;20F;Std;;00 04 04 04 01 00;
00:05:35.412;709;Std;;5;
00:05:35.413;20B;Std;;81 00 00 00;
00:05:35.416;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.417;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:35.417;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.418;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.426;384;Std;;C4 02 F8 01 F5 01 F7 01;
00:05:35.435;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.436;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:35.436;484;Std;;00 00 00 00 00 00 00 00;
00:05:35.437;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:35.440;182;Std;;00 00 00 00 00 00 00 00;
00:05:35.442;282;Std;;00 00 00 00 DC 00 D8 00;
00:05:35.445;382;Std;;01 00 01 00 4F 50 00 00;
00:05:35.446;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:35.447;482;Std;;00 00 FC FF 00 00 17 01;
00:05:35.449;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:35.451;283;Std;;01 00 05 00 00 00 00 00;
00:05:35.453;383;Std;;00 00 00 00 00 00 00 00;
00:05:35.456;483;Std;;00 00 00 00 00 40 00 00;
00:05:35.456;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:35.457;1AE;Std;;00 00 00 00 00;
00:05:35.457;18F;Std;;00 20 05 00;
00:05:35.457;285;Std;;01 00 90 42 81 00 00 01;
00:05:35.458;188;Std;;00 02 00 00 00 02 01 15;
00:05:35.458;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:35.459;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:35.459;42E;Std;;11 00 00 00 C0 78 00 03;
00:05:35.464;24B;Std;;00 00 00 00 00 00 00 00;
00:05:35.465;24A;Std;;00 00 00 00 00 00 00 00;
00:05:35.465;24C;Std;;00 00 00 00 00 00 00 00;
